observing_night,slot_start_local,slot_end_local,slot_start_utc,slot_end_utc,sector,target_type,mag_bin_label,star_name,star_id,ra_deg,dec_deg,vmag,umag,bmag,rmag,imag,jmag,hmag,kmag,alt_min_deg,alt_mean_deg,az_mean_deg,visible_full_slot,repeated_from_previous_slot,hotspot_distance_deg,ranking_score,notes,catalog_source
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,East,NGS,NGS_FAINT,HIP 64394,HIP 64394,197.97051,27.87604,4.23,,4.859,,,,,,69.31,80.86,132.18,YES,NO,,1068.2028,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,North,LPC,LPC,HIP 60791,HIP 60791,186.88812,41.35508,6.51,,7.083,,,5.271,4.92,4.849,70.63,74.96,214.78,YES,NO,,1031.3925,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,North,LPC,LPC,HIP 61995,HIP 61995,190.57454,33.68884,6.64,,7.84,,,,,,75.27,80.85,170.28,YES,NO,,1029.7662,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,North,NGS,NGS_FAINT,HIP 61317,HIP 61317,188.43789,41.35677,4.24,,4.871,,,,,,71.55,75.06,191.02,YES,NO,,1024.3668,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,South,LPC,LPC,HIP 63081,HIP 63081,193.87641,11.49588,6.91,,8.587,,,2.728,1.853,1.64,65.18,70.63,168.03,YES,NO,0.92,1164.0524,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,South,LPC,LPC,HIP 62394,HIP 62394,191.80673,11.95813,6.11,,6.25,,,5.75,5.717,5.694,66.9,71.31,173.6,YES,NO,1.77,1162.412,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,South,NGS,NGS_FAINT,HIP 61960,HIP 61960,190.47086,10.23584,4.88,,4.96,,,4.986,4.761,4.678,66.41,69.83,177.52,YES,NO,2.59,1156.9445,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,South,NGS,NGS_MEDIUM,HIP 63608,HIP 63608,195.54484,10.9591,2.85,,3.87,,,,,,63.65,69.83,163.84,YES,NO,2.12,1156.4129,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,West,LPC,LPC,HIP 56601,HIP 56601,174.07475,27.7813,5.8,,6.074,,,5.289,5.292,5.208,63.14,76.32,265.15,YES,NO,,1074.8691,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,West,LPC,LPC,HIP 56178,HIP 56178,172.72891,28.45157,6.74,,8.461,,,3.556,2.721,2.386,62.06,75.24,274.07,YES,NO,,1074.0206,,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,West,LPC,LPC,HIP 51781,HIP 51781,158.70801,27.96178,6.82,,7.996,,,5.022,4.513,4.418,49.8,62.92,276.33,NO,NO,,1075.595,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,West,LPC,LPC,HIP 53345,HIP 53345,163.64759,29.63019,6.53,,7.094,,,5.494,5.314,5.23,54.36,67.39,279.84,NO,NO,,1073.9181,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 02:00,2026-04-03 04:00,2026-04-03 00:00,2026-04-03 02:00,West,NGS,NGS_FAINT,HIP 60742,HIP 60742,186.7347,28.26862,4.35,,5.606,,,2.62,2.048,1.81,74.29,82.63,198.81,YES,NO,,1061.2714,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,East,LPC,LPC,HIP 70236,HIP 70236,215.55845,29.36998,6.5,,8.212,,,1.608,0.717,0.431,67.25,79.55,110.33,YES,NO,,1073.4515,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,East,LPC,LPC,HIP 72552,HIP 72552,222.49328,28.61583,5.8,,5.866,,,5.589,5.61,5.588,61.14,74.31,84.49,YES,NO,,1072.6533,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,East,NGS,NGS_FAINT,HIP 71284,HIP 71284,218.66954,29.74481,4.47,,4.843,,,3.561,3.462,3.336,64.58,77.42,95.15,YES,NO,,1075.8801,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,East,NGS,NGS_MEDIUM,HIP 72105,HIP 72105,221.24688,27.07417,2.35,,3.398,,,0.65,0.128,0.122,61.99,75.18,95.76,YES,NO,,1073.4472,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,North,LPC,LPC,HIP 66690,HIP 66690,205.06512,31.01181,6.21,,7.27,,,4.623,4.052,3.903,76.29,82.25,168.29,YES,NO,,1031.7618,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,North,LPC,LPC,HIP 64906,HIP 64906,199.56059,49.68202,5.14,,5.088,,,5.147,5.262,5.244,63.8,67.3,241.24,YES,NO,,1031.6744,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,North,NGS,NGS_BRIGHT,Alcor,HIP 67301,206.88561,49.3133,1.85,,1.744,,,2.228,2.408,2.265,65.28,67.88,169.79,YES,NO,,1016.9444,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,North,NGS,NGS_FAINT,HIP 66458,HIP 66458,204.3654,36.29484,4.82,,5.143,,,4.036,4.026,4.149,74.89,79.11,192.99,YES,NO,,1029.0112,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,North,NGS,NGS_MEDIUM,HIP 65477,HIP 65477,201.3059,54.988,3.99,,4.195,,,3.291,3.295,3.145,60.31,62.51,217.57,YES,NO,,1019.7769,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,South,LPC,LPC,HIP 67674,HIP 67674,207.96592,10.13598,6.57,,8.291,,,3.912,3.058,2.894,64.82,69.55,171.08,YES,NO,0.58,1165.4992,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,South,LPC,LPC,HIP 67673,HIP 67673,207.96286,11.93714,6.9,,7.319,,,6.107,6.001,5.884,66.16,71.18,170.5,YES,NO,1.2,1164.0298,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,South,NGS,NGS_FAINT,HIP 67459,HIP 67459,207.36957,15.79781,4.05,,5.755,,,1.218,0.438,0.435,69.24,74.66,170.91,YES,NO,4.66,1152.625,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,West,LPC,LPC,HIP 62576,HIP 62576,192.32297,27.55233,5.76,,5.809,,,5.595,5.625,5.617,65.89,78.65,246.97,YES,NO,,1071.7388,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,West,LPC,LPC,HIP 60880,HIP 60880,187.15902,26.22697,6.52,,6.713,,,6.137,6.022,5.994,61.13,74.27,261.1,YES,NO,,1071.6039,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,West,LPC,LPC,HIP 56601,HIP 56601,174.07475,27.7813,5.8,,6.074,,,5.289,5.292,5.208,50.03,63.16,275.78,NO,NO,,1074.8691,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,West,LPC,LPC,HIP 56178,HIP 56178,172.72891,28.45157,6.74,,8.461,,,3.556,2.721,2.386,49.0,62.08,277.75,NO,NO,,1074.0206,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,West,NGS,NGS_FAINT,HIP 60697,HIP 60697,186.60031,27.26826,4.92,,5.202,,,4.409,4.235,4.149,60.83,74.04,267.54,YES,NO,,1073.3013,,Hipparcos
2026-04-02,2026-04-03 03:00,2026-04-03 05:00,2026-04-03 01:00,2026-04-03 03:00,West,NGS,NGS_FAINT,HIP 60742,HIP 60742,186.7347,28.26862,4.35,,5.606,,,2.62,2.048,1.81,61.11,74.3,273.2,YES,NO,,1061.2714,carried_over,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,East,LPC,LPC,HIP 77442,HIP 77442,237.1434,28.15678,5.89,,6.516,,,5.364,5.089,4.564,61.44,74.63,87.29,YES,NO,,1073.8153,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,East,LPC,LPC,HIP 79219,HIP 79219,242.51636,26.74266,6.57,,7.724,,,5.0,4.418,4.122,56.49,69.7,90.3,YES,NO,,1069.6123,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,East,LPC,LPC,HIP 72552,HIP 72552,222.49328,28.61583,5.8,,5.866,,,5.589,5.61,5.588,74.3,82.64,155.83,YES,NO,,1072.6533,carried_over,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,East,NGS,NGS_FAINT,HIP 78159,HIP 78159,239.39709,26.87803,4.14,,5.521,,,2.104,1.488,1.349,59.25,72.46,92.17,YES,NO,,1071.8062,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,East,NGS,NGS_MEDIUM,HIP 76952,HIP 76952,235.68599,26.29551,3.81,,3.837,,,3.62,3.691,3.67,62.39,75.49,101.81,YES,NO,,1071.9428,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,North,LPC,LPC,HIP 70685,HIP 70685,216.86465,41.02496,6.64,,7.015,,,5.829,5.702,5.669,70.7,75.2,214.22,YES,NO,,1031.4665,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,North,LPC,LPC,HIP 69818,HIP 69818,214.33817,51.30739,6.19,,6.258,,,6.023,5.986,5.977,62.45,65.76,241.48,YES,NO,,1030.2034,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,North,NGS,NGS_FAINT,HIP 69713,HIP 69713,214.04196,51.36701,4.75,,4.982,,,4.638,4.32,4.293,62.29,65.67,241.09,YES,NO,,1029.9959,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,North,NGS,NGS_MEDIUM,HIP 71075,HIP 71075,218.01982,38.30788,3.04,,3.256,,,2.646,2.571,2.511,72.93,77.51,188.78,YES,NO,,1026.146,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,South,LPC,LPC,HIP 72499,HIP 72499,222.35912,10.04436,6.64,,8.044,,,4.808,4.084,3.95,65.19,69.56,172.81,YES,NO,1.07,1163.7089,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,South,LPC,LPC,HIP 73028,HIP 73028,223.8692,12.43087,6.78,,6.825,,,6.646,6.721,6.673,65.94,71.52,167.89,YES,NO,1.67,1161.3704,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,South,NGS,NGS_FAINT,HIP 71832,HIP 71832,220.41149,8.16176,4.86,,5.964,,,3.361,2.761,2.621,64.84,67.94,178.06,YES,NO,3.54,1150.7833,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,South,NGS,NGS_MEDIUM,HIP 71795,HIP 71795,220.28717,13.72833,3.78,,3.853,,,3.738,3.747,3.697,69.3,73.02,178.03,YES,NO,3.94,1154.216,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,West,LPC,LPC,HIP 66725,HIP 66725,205.16301,28.06514,6.22,,7.69,,,4.113,3.424,3.243,64.02,77.15,259.85,YES,NO,,1074.1072,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,West,LPC,LPC,HIP 68055,HIP 68055,209.01993,28.67252,6.99,,7.038,,,6.837,6.873,6.839,67.47,79.8,247.09,YES,NO,,1072.9248,,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,West,LPC,LPC,HIP 62576,HIP 62576,192.32297,27.55233,5.76,,5.809,,,5.595,5.625,5.617,52.74,65.91,274.11,NO,NO,,1071.7388,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,West,LPC,LPC,HIP 60880,HIP 60880,187.15902,26.22697,6.52,,6.713,,,6.137,6.022,5.994,47.96,61.14,272.91,NO,NO,,1071.6039,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 04:00,2026-04-03 06:00,2026-04-03 02:00,2026-04-03 04:00,West,NGS,NGS_FAINT,HIP 60697,HIP 60697,186.60031,27.26826,4.92,,5.202,,,4.409,4.235,4.149,47.72,60.86,275.43,NO,NO,,1073.3013,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,East,LPC,LPC,HIP 81729,HIP 81729,250.40291,26.91699,5.92,,6.328,,,5.141,4.938,4.859,62.81,75.95,99.24,YES,NO,,1073.1813,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,East,LPC,LPC,HIP 81426,HIP 81426,249.45422,27.04392,6.96,,8.845,,,3.218,2.384,2.044,63.66,76.75,102.58,YES,NO,,1072.9768,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,East,LPC,LPC,HIP 77442,HIP 77442,237.1434,28.15678,5.89,,6.516,,,5.364,5.089,4.564,74.62,82.68,167.14,YES,NO,,1073.8153,carried_over,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,East,NGS,NGS_MEDIUM,HIP 84379,HIP 84379,258.75802,24.83959,3.12,,3.226,,,2.834,2.976,2.808,55.02,68.21,95.45,YES,NO,,1066.5783,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,North,LPC,LPC,HIP 76617,HIP 76617,234.70357,34.67508,6.12,,7.277,,,4.325,3.849,3.773,75.71,80.21,193.72,YES,NO,,1030.3295,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,North,LPC,LPC,HIP 74690,HIP 74690,228.96118,50.93857,6.47,,7.389,,,4.888,4.524,4.424,62.52,66.02,240.68,YES,NO,,1030.2265,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,North,NGS,NGS_FAINT,HIP 76669,HIP 76669,234.84452,36.63583,4.64,,4.498,,,4.726,5.307,5.296,74.82,78.83,166.5,YES,NO,,1028.88,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,South,LPC,LPC,HIP 77506,HIP 77506,237.39156,12.55864,6.69,,7.766,,,5.044,4.477,4.455,67.1,71.87,172.18,YES,NO,2.0,1161.5195,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,South,LPC,LPC,HIP 77455,HIP 77455,237.21039,12.72364,6.79,,6.815,,,6.686,6.694,6.698,67.34,72.03,172.65,YES,NO,2.21,1160.8802,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,South,NGS,NGS_FAINT,HIP 77257,HIP 77257,236.61144,7.35324,4.42,,5.056,,,,,,63.55,67.16,175.32,YES,NO,3.44,1151.2772,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,South,NGS,NGS_MEDIUM,HIP 77233,HIP 77233,236.54673,15.42193,3.65,,3.741,,,3.44,3.539,3.546,69.69,74.47,173.99,YES,NO,4.63,1153.5093,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,West,LPC,LPC,HIP 70385,HIP 70385,216.00826,27.41319,6.39,,8.196,,,3.176,2.413,2.171,60.24,73.45,269.2,YES,NO,,1073.2105,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,West,LPC,LPC,HIP 71094,HIP 71094,218.08447,26.67734,6.0,,6.244,,,5.476,5.426,5.373,61.93,75.09,261.81,YES,NO,,1072.6317,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,West,LPC,LPC,HIP 66725,HIP 66725,205.16301,28.06514,6.22,,7.69,,,4.113,3.424,3.243,50.92,64.04,276.22,NO,NO,,1074.1072,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,West,LPC,LPC,HIP 68055,HIP 68055,209.01993,28.67252,6.99,,7.038,,,6.837,6.873,6.839,54.37,67.48,276.93,NO,NO,,1072.9248,carried_over; partial_visibility,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,West,NGS,NGS_FAINT,HIP 71995,HIP 71995,220.85572,26.52789,4.8,,6.682,,,1.477,0.536,0.381,64.34,77.24,250.82,YES,NO,,1071.4902,,Hipparcos
2026-04-02,2026-04-03 05:00,2026-04-03 07:00,2026-04-03 03:00,2026-04-03 05:00,West,NGS,NGS_MEDIUM,HIP 72105,HIP 72105,221.24688,27.07417,2.35,,3.398,,,0.65,0.128,0.122,64.78,77.7,251.5,YES,NO,,1072.1496,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,East,LPC,LPC,HIP 82510,HIP 82510,252.95874,28.6663,6.62,,7.212,,,5.729,5.575,5.504,73.99,80.59,84.79,YES,NO,,1079.0228,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,East,LPC,LPC,HIP 83274,HIP 83274,255.29013,27.19667,6.57,,6.984,,,5.742,5.554,5.535,71.79,78.4,93.71,YES,NO,,1077.2823,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,East,LPC,LPC,HIP 81729,HIP 81729,250.40291,26.91699,5.92,,6.328,,,5.141,4.938,4.859,76.04,82.5,108.76,YES,NO,,1073.1813,carried_over,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,East,LPC,LPC,HIP 81426,HIP 81426,249.45422,27.04392,6.96,,8.845,,,3.218,2.384,2.044,76.89,83.25,114.93,YES,NO,,1072.9768,carried_over,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,East,NGS,NGS_FAINT,HIP 85693,HIP 85693,262.68458,26.1106,4.41,,6.001,,,2.158,1.443,1.287,65.09,71.71,92.61,YES,NO,,1070.9231,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,East,NGS,NGS_MEDIUM,HIP 86974,HIP 86974,266.6155,27.7225,3.42,,4.229,,,,,,61.93,68.52,85.83,YES,NO,,1067.2726,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,East,NGS,NGS_MEDIUM,HIP 84379,HIP 84379,258.75802,24.83959,3.12,,3.226,,,2.834,2.976,2.808,68.25,74.8,100.8,YES,NO,,1066.5783,carried_over,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,North,LPC,LPC,HIP 80809,HIP 80809,247.52533,48.96123,6.44,,6.466,,,6.384,6.397,6.385,67.2,68.68,60.65,YES,NO,,1050.4853,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,North,LPC,LPC,HIP 81113,HIP 81113,248.49658,52.23795,6.84,,7.941,,,5.175,4.812,4.635,64.04,65.41,60.36,YES,NO,,1047.3051,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,North,NGS,NGS_FAINT,HIP 79119,HIP 79119,242.24304,36.49011,4.73,,5.859,,,,,,79.69,80.89,205.59,YES,NO,,1034.564,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,North,NGS,NGS_MEDIUM,HIP 79992,HIP 79992,244.9352,46.31327,3.91,,3.742,,,3.927,4.085,4.285,70.36,71.52,108.42,YES,NO,,1038.9925,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,South,LPC,LPC,HIP 80479,HIP 80479,246.41955,9.37064,6.73,,8.341,,,4.585,3.61,3.507,68.03,70.06,167.99,YES,NO,0.69,1164.5679,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,South,LPC,LPC,HIP 80372,HIP 80372,246.10055,10.25435,6.93,,8.699,,,4.145,3.317,3.161,68.96,70.96,168.46,YES,NO,1.09,1163.6922,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,South,NGS,NGS_FAINT,HIP 81008,HIP 81008,248.15166,11.48823,4.84,,6.533,,,2.191,1.414,1.268,68.94,71.69,161.64,YES,NO,3.22,1152.8208,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,South,NGS,NGS_MEDIUM,HIP 80170,HIP 80170,245.48018,19.15302,3.74,,4.038,,,3.269,3.118,2.944,76.51,79.39,164.23,YES,NO,9.5,1138.3492,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,West,LPC,LPC,HIP 74893,HIP 74893,229.58414,26.8402,6.59,,7.476,,,5.493,5.212,5.153,72.07,78.66,263.4,YES,NO,,1076.6827,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,West,LPC,LPC,HIP 75049,HIP 75049,230.03599,29.61631,5.51,,6.633,,,3.651,3.169,2.934,72.71,79.24,280.97,YES,NO,,1075.9501,,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,West,LPC,LPC,HIP 70385,HIP 70385,216.00826,27.41319,6.39,,8.196,,,3.176,2.413,2.171,60.24,66.84,273.66,YES,NO,,1073.2105,carried_over,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,West,LPC,LPC,HIP 71094,HIP 71094,218.08447,26.67734,6.0,,6.244,,,5.476,5.426,5.373,61.93,68.54,270.84,YES,NO,,1072.6317,carried_over,Hipparcos
2026-04-02,2026-04-03 06:00,2026-04-03 07:00,2026-04-03 04:00,2026-04-03 05:00,West,NGS,NGS_FAINT,HIP 73745,HIP 73745,226.1119,26.94766,4.52,,5.93,,,2.438,1.803,1.672,69.03,75.65,267.3,YES,NO,,1074.8348,,Hipparcos
